Brand_Name;Sustainability_Rating;Material_Type;Eco_Friendly_Manufacturing;Carbon_Footprint_MT;Water_Usage_Liters;Waste_Production_KG;Recycling_Programs;Average_Price_USD;Product_Category
Brand_2337;D;Hemp;No;68,07;1337272,9;38165,86;Yes;306,14;Scarf
Brand_2338;A;Vegan Leather;No;416,59;4163648,26;83696,62;Yes;300,47;Cardigan
Brand_2339;D;Recycled Polyester;Yes;49,55;516157,33;31532,96;Yes;43,76;Hat
Brand_2340;A;Hemp;Yes;76,28;3090352,86;15964,94;Yes;143,68;Scarf
Brand_2341;D;Bamboo Fabric;Yes;174,48;1998995,43;49387,77;Yes;32,75;Pajamas
Brand_2342;D;Recycled Polyester;No;175,97;194376,46;71049,02;No;256,2;Cardigan
Brand_2343;C;Hemp;Yes;53,9;4600736,68;70208,95;No;168,73;Coat
Brand_2344;B;Hemp;No;224,23;4583605,14;90553,51;Yes;473,6;Cardigan
Brand_2345;B;Bamboo Fabric;Yes;311,34;4094186,18;20798,78;Yes;442,57;Hat
Brand_2346;C;Recycled Polyester;No;147,39;166295,25;1477,36;No;24,59;Coat
Brand_2347;B;Vegan Leather;Yes;87,14;185692,14;87499,33;Yes;27,95;Coat
Brand_2348;D;Organic Cotton;No;365,04;340475,7;90197,54;Yes;177,08;Hat
Brand_2349;B;Vegan Leather;No;170,48;3641808,17;90347,17;No;107,41;T-shirt
Brand_2350;B;Recycled Polyester;No;149,66;326837,24;89883,99;No;62,05;Hat
Brand_2351;C;Bamboo Fabric;No;476,46;4821891,58;3765,41;No;204,82;Sweater
Brand_2352;A;Organic Cotton;No;293,34;581016,27;52652,46;No;477,8;T-shirt
Brand_2353;B;Hemp;Yes;238,93;2690354,67;38775,67;No;316,85;Sweater
Brand_2354;C;Recycled Polyester;Yes;473,07;279230,02;62678,8;Yes;136,22;Jacket
Brand_2355;B;Bamboo Fabric;No;3,67;4665254,32;69507,25;Yes;37,86;Shirt
Brand_2356;C;Bamboo Fabric;No;61,56;3305602,68;80940,45;No;222,96;Hat
Brand_2357;D;Vegan Leather;Yes;314,19;272100,45;11445,68;No;394,9;Coat
Brand_2358;A;Vegan Leather;Yes;452,19;1168123,88;95525,7;Yes;272,96;Jacket
Brand_2359;B;Recycled Polyester;No;208,03;1107907,09;55335,35;No;367,1;Socks
Brand_2360;B;Organic Cotton;Yes;365,96;1668637,3;47776,47;Yes;46,95;Cardigan
Brand_2361;A;Hemp;No;328,48;3417246,67;58306,72;Yes;317,08;Hat
Brand_2362;C;Tencel;No;21,34;2810086,18;98400,16;Yes;431,43;Coat
Brand_2363;A;Tencel;Yes;404,65;4116796,62;20965,12;Yes;147,44;Coat
Brand_2364;D;Organic Cotton;Yes;88,87;3580263,26;30074,41;Yes;438,1;Dress
Brand_2365;C;Hemp;No;460,57;2663424,09;26279,39;No;342,31;T-shirt
Brand_2366;A;Vegan Leather;No;69,86;4419346,63;75373,06;No;477,09;Hat
Brand_2367;D;Hemp;Yes;70,71;1557452,3;76277,62;No;200,04;Coat
Brand_2368;C;Tencel;Yes;115,57;2913987,35;11729,82;Yes;211,81;Blouse
Brand_2369;D;Vegan Leather;Yes;233,01;954511,47;74355,03;No;393,72;T-shirt
Brand_2370;B;Recycled Polyester;No;323;1996667,93;43109,2;No;146,88;Sweater
Brand_2371;C;Recycled Polyester;No;44,55;2743501,28;46949,73;No;117,8;Socks
Brand_2372;C;Recycled Polyester;No;337,94;1537154,47;99835,7;No;239,43;Dress
Brand_2373;C;Vegan Leather;No;31,52;1603402,07;96019,45;Yes;284,18;Sweater
Brand_2374;D;Recycled Polyester;Yes;389,39;585423,72;67726,93;No;432,86;Hat
Brand_2375;A;Organic Cotton;No;199,22;3818050,73;6201,74;Yes;80,86;Cardigan
Brand_2376;C;Tencel;No;29,01;1110283,02;65818,49;No;227,51;Cardigan
Brand_2377;C;Tencel;No;65,92;3124014,62;47790,56;Yes;496,65;Jacket
Brand_2378;C;Recycled Polyester;Yes;198,95;1473301,89;64159,34;No;212,16;Shirt
Brand_2379;C;Tencel;No;29,5;2175886,14;4088,95;Yes;243,67;Scarf
Brand_2380;A;Recycled Polyester;No;335,3;4828043,5;24968,73;No;344,44;Scarf
Brand_2381;A;Organic Cotton;Yes;401,91;244799,26;66885,98;Yes;457,91;Socks
Brand_2382;C;Tencel;Yes;270,44;3460658,1;35783,68;No;369,06;Dress
Brand_2383;D;Hemp;No;300,55;3387838,62;99701,56;Yes;131,14;Blouse
Brand_2384;C;Vegan Leather;No;262,37;2851588,81;31192,98;Yes;142,37;Socks
Brand_2385;C;Organic Cotton;Yes;390,51;2201237,85;19984,96;No;261,05;Cardigan
Brand_2386;C;Recycled Polyester;Yes;154,34;4922085,67;28423,18;No;495,76;Sweater
Brand_2387;A;Organic Cotton;Yes;73,43;2029274,77;63646,62;Yes;36,15;Scarf
Brand_2388;D;Recycled Polyester;Yes;349,16;2045179,01;24398,81;Yes;494,11;Shirt
Brand_2389;B;Hemp;Yes;396,8;3943343,78;35812,69;No;399,12;Socks
Brand_2390;C;Tencel;No;359,92;2133283,44;16293,36;Yes;455,3;T-shirt
Brand_2391;A;Hemp;Yes;362,25;4221045,43;81310,13;No;242,67;Dress
Brand_2392;C;Bamboo Fabric;Yes;469,52;2115090,28;48907,52;No;56,54;Blouse
Brand_2393;B;Organic Cotton;Yes;137,19;3090949,18;32825,31;Yes;186,74;Socks
Brand_2394;A;Recycled Polyester;No;38,12;4710831,64;74071,99;No;346,41;Jacket
Brand_2395;B;Recycled Polyester;Yes;226,57;4283327,1;40660,04;No;401,08;Dress
Brand_2396;A;Bamboo Fabric;No;27,78;1400726,3;12344,74;No;472,94;Scarf
Brand_2397;B;Bamboo Fabric;No;462,72;338431,62;48281,32;Yes;84,94;Socks
Brand_2398;C;Bamboo Fabric;No;243,44;844671,86;80319,17;Yes;176,79;Coat
Brand_2399;B;Recycled Polyester;No;128,33;3122360,67;40394,85;Yes;351,1;Hat
Brand_2400;C;Vegan Leather;No;59,49;1818866,08;33120,26;No;412,22;Socks
Brand_2401;C;Bamboo Fabric;Yes;417,96;305040,88;63409,54;No;255,89;Shirt
Brand_2402;D;Bamboo Fabric;No;41,19;1041639,21;92658,98;No;207,67;Shirt
Brand_2403;D;Recycled Polyester;No;52,29;2983792,55;89268,11;Yes;37,86;Scarf
Brand_2404;C;Hemp;Yes;55,99;1679909,26;2744,09;No;499,01;Shirt
Brand_2405;C;Hemp;Yes;158,93;2658101,32;85598,24;No;244,56;Scarf
Brand_2406;C;Vegan Leather;Yes;439,61;4208224,19;5524,65;No;288,79;Dress
Brand_2407;B;Vegan Leather;No;191,98;3178421,05;17451,45;Yes;383,55;Scarf
Brand_2408;A;Vegan Leather;Yes;63,72;3712622,22;88138,99;Yes;382,53;Scarf
Brand_2409;B;Recycled Polyester;Yes;259,67;1137991,72;75898,39;Yes;352,23;Pajamas
Brand_2410;C;Hemp;Yes;69,09;822607;84137,77;No;359,42;Jacket
Brand_2411;D;Organic Cotton;No;104,84;525029,19;75924,34;No;125,32;T-shirt
Brand_2412;C;Vegan Leather;No;103,57;3776807,82;95139,49;No;362,36;Shirt
Brand_2413;B;Recycled Polyester;No;324,85;1555540,37;95425,69;Yes;479,08;Hat
Brand_2414;C;Tencel;No;57,44;433771,71;92581,23;Yes;487,72;Socks
Brand_2415;A;Tencel;No;168,95;2052562,77;52021,16;No;53,97;T-shirt
Brand_2416;B;Vegan Leather;No;14,25;1409728,31;47338,26;No;119,37;Coat
Brand_2417;A;Hemp;Yes;131,08;1978872,67;17137,79;Yes;176,51;Pajamas
Brand_2418;D;Bamboo Fabric;Yes;229,28;1309738,04;52329,91;Yes;136,55;Hat
Brand_2419;C;Recycled Polyester;No;448,62;1007785,17;26353,68;Yes;340,87;Hat
Brand_2420;C;Vegan Leather;No;269,41;562876,55;18181,9;Yes;60,76;Blouse
Brand_2421;C;Organic Cotton;Yes;159,16;1184146,99;68861,85;No;197,03;T-shirt
Brand_2422;A;Recycled Polyester;No;22,98;3593165,53;51790,96;Yes;429,24;Cardigan
Brand_2423;A;Hemp;Yes;231,69;4108533,42;77990,89;No;114,69;Sweater
Brand_2424;A;Organic Cotton;Yes;103,72;4068497,84;26294,9;No;385,33;T-shirt
Brand_2425;B;Recycled Polyester;Yes;166,75;1339733,32;4568,48;Yes;238,11;Pajamas
Brand_2426;B;Recycled Polyester;No;31,56;3017113,28;87037,36;Yes;478,19;Sweater
Brand_2427;C;Hemp;No;462,4;3644698,38;3712,31;Yes;75,02;Shirt
Brand_2428;C;Recycled Polyester;Yes;449,78;2321578,74;17453,94;No;214,97;Socks
Brand_2429;A;Bamboo Fabric;No;438,78;1550100,97;43941,71;Yes;204,79;Socks
Brand_2430;B;Vegan Leather;No;108,22;4618329,51;95913,21;No;281,35;Cardigan
Brand_2431;D;Hemp;Yes;233,24;3090975,89;64640,01;No;334,42;T-shirt
Brand_2432;C;Tencel;Yes;227,95;2327384,05;63669,43;No;30,76;Hat
Brand_2433;C;Recycled Polyester;Yes;95,41;1333161,81;1327,75;Yes;272,88;Blouse
Brand_2434;B;Tencel;No;297,19;96479,82;50910,75;Yes;190,6;Scarf
Brand_2435;D;Organic Cotton;No;311,22;4248023;85862,03;Yes;130,1;Hat
Brand_2436;B;Bamboo Fabric;No;50,36;2114560,4;19717,98;Yes;291,18;Hat
Brand_2437;C;Hemp;No;359,05;3146568,21;74672,59;No;80,85;Dress
Brand_2438;A;Hemp;No;225,23;4046128,84;51280,21;Yes;92,37;Blouse
Brand_2439;C;Vegan Leather;Yes;17,47;2699137,33;52660,4;No;314,26;T-shirt
Brand_2440;A;Bamboo Fabric;Yes;463,7;2563706,67;5666,35;No;235,53;Cardigan
Brand_2441;C;Bamboo Fabric;No;66,27;3475064,7;56482,03;No;319,76;Pajamas
Brand_2442;D;Bamboo Fabric;Yes;369,98;3805283,47;92702,59;No;263,06;Coat
Brand_2443;C;Recycled Polyester;Yes;359,21;4299162,75;13550,7;No;223,58;Sweater
Brand_2444;D;Vegan Leather;Yes;318,9;3069617,53;64780,26;Yes;139,22;Hat
Brand_2445;C;Hemp;No;491,9;360695,94;27261,61;No;423,84;Dress
Brand_2446;B;Bamboo Fabric;No;234,3;4593411,97;21599,74;Yes;53,61;Jacket
Brand_2447;B;Bamboo Fabric;Yes;37,69;2810930,29;37806,37;No;433,59;Pajamas
Brand_2448;C;Recycled Polyester;No;212,91;4324674,91;75534,12;No;221,5;Dress
Brand_2449;A;Bamboo Fabric;Yes;415,65;2914267,72;99624,84;Yes;106,2;Hat
Brand_2450;A;Organic Cotton;Yes;378,33;4386996,33;47591,06;No;277,28;Dress
Brand_2451;A;Tencel;No;275,31;4173168,95;28147,91;No;429,03;Jacket
Brand_2452;B;Bamboo Fabric;Yes;467,67;1733934,42;39485,15;No;197,61;Cardigan
Brand_2453;B;Tencel;No;76,39;1445671;98249,4;Yes;413,35;T-shirt
Brand_2454;A;Tencel;Yes;424,9;4874604,13;78672,93;No;464,46;Sweater
Brand_2455;A;Hemp;No;305,69;198712,61;22531,5;No;216,25;Sweater
Brand_2456;D;Organic Cotton;No;7,06;2311962,1;11238,67;No;367,89;Sweater
Brand_2457;B;Vegan Leather;No;331,08;4348684,74;72836,66;No;162,53;Blouse
Brand_2458;D;Bamboo Fabric;No;267,81;3656229,31;88743,57;Yes;132,81;Coat
Brand_2459;B;Organic Cotton;No;104,42;4197264,4;36250,86;Yes;413,75;Sweater
Brand_2460;C;Recycled Polyester;Yes;475,19;1416352,98;64014,92;No;291,36;Dress
Brand_2461;C;Bamboo Fabric;Yes;196,82;3683932,26;71267,8;Yes;427,86;Coat
Brand_2462;D;Recycled Polyester;Yes;100,94;612127,35;54406,02;Yes;349,31;Scarf
Brand_2463;B;Bamboo Fabric;Yes;334,37;3562656,17;57782,09;No;380,88;Blouse
Brand_2464;C;Organic Cotton;Yes;14,51;4084429,43;71251,24;No;299,03;Sweater
Brand_2465;C;Recycled Polyester;No;281,89;1793996,55;29151,39;Yes;400,33;Pajamas
Brand_2466;A;Bamboo Fabric;Yes;281,48;1804342,53;71185,96;Yes;253,37;Shirt
Brand_2467;A;Hemp;Yes;26,39;3820637,37;42290,52;No;62,58;Jacket
Brand_2468;C;Hemp;No;75,25;492919,36;14295,31;Yes;443,28;Shirt
Brand_2469;B;Organic Cotton;Yes;117,9;876436,12;13487,84;Yes;199,63;Dress
Brand_2470;A;Bamboo Fabric;No;164,97;3197873,37;23161,33;Yes;327,07;Sweater
Brand_2471;D;Vegan Leather;Yes;382,64;547049,01;76666,64;Yes;208,92;Cardigan
Brand_2472;D;Bamboo Fabric;Yes;253,16;3874253,88;21103,21;No;471,68;Sweater
Brand_2473;D;Bamboo Fabric;Yes;16,2;3615616,59;35799;Yes;179,71;Jacket
Brand_2474;D;Organic Cotton;No;267,94;345277,61;6370,9;Yes;60,67;Dress
Brand_2475;D;Recycled Polyester;No;251,95;3152095,29;74024,52;No;320,23;Dress
Brand_2476;B;Tencel;No;352,32;2864164,61;40398,27;No;435,44;Hat
Brand_2477;C;Hemp;No;431,08;2266754,45;36064,15;No;421,32;Shirt
Brand_2478;C;Vegan Leather;Yes;311,21;2315192,49;73805,62;No;144,98;Coat
Brand_2479;C;Recycled Polyester;Yes;461,58;3487156,46;88486,28;No;102,44;Hat
Brand_2480;D;Hemp;No;483,94;2178226,83;9625,66;Yes;334,74;Shirt
Brand_2481;A;Bamboo Fabric;No;339,45;3096942,4;39431,22;Yes;111,64;Dress
Brand_2482;D;Bamboo Fabric;Yes;450,67;674147,7;9287,57;No;125,57;Sweater
Brand_2483;C;Recycled Polyester;No;149,91;3788683,73;38027,87;No;133,48;Cardigan
Brand_2484;D;Vegan Leather;Yes;28,37;872885,12;87647,3;Yes;360,45;T-shirt
Brand_2485;B;Organic Cotton;Yes;230,92;2970359,87;60607,75;No;365,16;Dress
Brand_2486;C;Bamboo Fabric;Yes;419,47;3630329,34;77914,66;No;219,78;Dress
Brand_2487;A;Vegan Leather;No;204,92;4308756,14;2365,15;Yes;37,8;Cardigan
Brand_2488;B;Vegan Leather;Yes;291,43;2368300,96;14916;Yes;344,8;Cardigan
Brand_2489;D;Tencel;Yes;107,4;2024080,24;85811,76;No;204,1;Hat
Brand_2490;C;Vegan Leather;No;376,35;2602551,37;21114,25;Yes;314,26;Blouse
Brand_2491;B;Organic Cotton;No;130,22;1029826,58;45411,41;Yes;472,84;Dress
Brand_2492;A;Vegan Leather;Yes;63,51;963919,47;79782,94;No;209,22;Scarf
Brand_2493;C;Recycled Polyester;No;427,37;3948525,95;82003,08;No;235,27;Socks
Brand_2494;B;Hemp;Yes;197,15;1699872,85;54721,24;Yes;356,65;Socks
Brand_2495;C;Organic Cotton;Yes;488;2313994,73;67885,08;Yes;62,33;Dress
Brand_2496;D;Bamboo Fabric;No;230,93;873522,17;88649,91;Yes;363,13;Blouse
Brand_2497;C;Organic Cotton;Yes;298,06;4865368,84;51702,18;No;469,03;Pajamas
Brand_2498;D;Bamboo Fabric;Yes;176,15;379496,32;19197,34;Yes;52,43;Sweater
Brand_2499;A;Bamboo Fabric;Yes;365,44;1406463,57;13530,05;Yes;303,39;Shirt
Brand_2500;C;Vegan Leather;Yes;201,2;2944585,54;96839,71;No;490,03;Scarf
Brand_2501;B;Organic Cotton;No;44,88;4538357,36;68445,83;Yes;225,99;Scarf
Brand_2502;C;Organic Cotton;No;494,05;415585,8;17497,36;Yes;414,83;Scarf
Brand_2503;A;Tencel;Yes;276,99;4019499,89;46249,91;No;362,89;Scarf
Brand_2504;A;Vegan Leather;Yes;28,91;1920662,22;17190,34;No;117,91;Cardigan
Brand_2505;A;Recycled Polyester;Yes;101,89;81446,99;11490,76;No;405,24;Coat
Brand_2506;A;Recycled Polyester;No;140,07;3213505,28;78935,44;No;359,81;Dress
Brand_2507;A;Organic Cotton;No;337,2;466249,42;25003,48;No;302,01;Blouse
Brand_2508;D;Tencel;Yes;167,2;4196493,27;66043,78;No;89,47;Coat
Brand_2509;C;Organic Cotton;Yes;482,43;296980,98;84558,85;Yes;497,71;T-shirt
Brand_2510;C;Vegan Leather;No;499,1;861878,24;44698;Yes;26,21;Blouse
Brand_2511;A;Tencel;No;494,13;2207158,78;88766,29;No;277,56;Dress
Brand_2512;B;Recycled Polyester;Yes;424;2742075,2;9897,32;Yes;218,57;Socks
Brand_2513;D;Organic Cotton;Yes;79,17;4712612,7;66285,86;Yes;386,1;T-shirt
Brand_2514;C;Hemp;No;415,03;4326261,6;5851,12;No;325,53;Pajamas
Brand_2515;A;Vegan Leather;No;247,69;1314769,31;18247,21;No;140,71;Hat
Brand_2516;C;Tencel;Yes;483,63;4457356,53;42521,79;No;55,59;Shirt
Brand_2517;D;Hemp;No;254,26;687944,66;30042,02;No;489,36;Dress
Brand_2518;B;Hemp;No;163,36;1989050,63;68469,34;Yes;322,38;Pajamas
Brand_2519;D;Bamboo Fabric;No;182,61;1625445,98;35749,04;Yes;458,19;Socks
Brand_2520;A;Bamboo Fabric;No;67,07;3708798,76;41300,66;Yes;130,48;Scarf
Brand_2521;B;Organic Cotton;No;69,51;1009686,29;25344,22;Yes;176,61;Jacket
Brand_2522;C;Hemp;Yes;396,12;4126550,58;8885,89;No;184,63;Socks
Brand_2523;A;Bamboo Fabric;No;220,89;1339934,97;7853,64;Yes;200,18;Hat
Brand_2524;B;Bamboo Fabric;Yes;325,65;3056954,38;98131,98;No;68,06;Jacket
Brand_2525;B;Bamboo Fabric;No;469,86;4142263,83;66836,04;No;378,45;Blouse
Brand_2526;D;Recycled Polyester;No;165,23;2796750,35;72669,02;Yes;157,53;Hat
Brand_2527;B;Bamboo Fabric;Yes;264,8;3865331,28;20602,3;Yes;356,29;Jacket
Brand_2528;A;Recycled Polyester;Yes;39,47;4443449,7;83434,67;Yes;61,4;Shirt
Brand_2529;C;Vegan Leather;No;394,41;381611,07;50848,63;Yes;432,54;Coat
Brand_2530;B;Vegan Leather;No;261,97;1590748,1;19930,54;Yes;212,25;Jacket
Brand_2531;B;Organic Cotton;Yes;75,23;3621746,38;35384,95;Yes;58,24;T-shirt
Brand_2532;D;Recycled Polyester;No;288,98;903665,68;26129,58;No;227,62;Dress
Brand_2533;A;Bamboo Fabric;No;20,72;2123287,1;1263,32;Yes;96;Coat
Brand_2534;B;Recycled Polyester;No;284,44;2463684,58;34474,24;No;289,7;Hat
Brand_2535;B;Tencel;No;476,08;466360,69;55222,11;No;222,45;Cardigan
Brand_2536;C;Recycled Polyester;No;172,74;3506038,72;3534,44;Yes;43,26;Cardigan
Brand_2537;C;Bamboo Fabric;Yes;72,89;4945620,14;49427,07;No;77,59;Shirt
Brand_2538;C;Organic Cotton;Yes;159,59;3212929,29;64938,57;No;158,37;T-shirt
Brand_2539;A;Organic Cotton;No;186,88;918000,8;54416,23;Yes;265,82;Blouse
Brand_2540;C;Recycled Polyester;No;206,82;4191280,73;11647,47;No;231,18;T-shirt
Brand_2541;A;Recycled Polyester;Yes;284,67;2725173,13;21054,7;Yes;230,65;Sweater
Brand_2542;C;Hemp;Yes;172,76;3495196,09;7349,13;No;202,87;Blouse
Brand_2543;A;Bamboo Fabric;Yes;284,63;3698349,06;54113,59;No;230,71;Blouse
Brand_2544;A;Tencel;Yes;355,83;3159304,66;19805,45;Yes;483,54;Hat
Brand_2545;C;Recycled Polyester;No;498,54;3036125,03;68882,94;No;497,54;Blouse
Brand_2546;B;Hemp;Yes;308,62;2252190,25;92264,19;No;493,03;Scarf
Brand_2547;C;Hemp;No;391,19;1265426,81;75787,21;No;291,59;Shirt
Brand_2548;A;Hemp;No;418,22;3497048,84;42439,11;Yes;354,99;T-shirt
Brand_2549;C;Vegan Leather;No;14,58;2057436,42;99538,65;No;234,21;Cardigan
Brand_2550;A;Organic Cotton;No;253,09;933693,58;51855,95;No;33,27;T-shirt
Brand_2551;D;Recycled Polyester;Yes;67,96;610682,29;94490,89;No;158,14;Shirt
Brand_2552;D;Hemp;No;155,43;2622621,25;50648,11;Yes;200,85;Shirt
Brand_2553;C;Hemp;Yes;288,78;1660816,77;46498,49;No;177,34;Dress
Brand_2554;D;Vegan Leather;No;90,25;445499,98;12954,86;Yes;399,26;Sweater
Brand_2555;B;Tencel;No;38,3;4687909,32;29642,77;No;102,1;Dress
Brand_2556;C;Recycled Polyester;Yes;278,84;3079898,18;6113,26;Yes;119,64;Hat
Brand_2557;C;Recycled Polyester;No;98,57;2061470,05;15256,7;Yes;418,79;Cardigan
Brand_2558;A;Bamboo Fabric;Yes;204,44;2500599,55;87668,24;No;490,2;Pajamas
Brand_2559;C;Tencel;No;302,57;107772,73;61651,14;No;278,84;Cardigan
Brand_2560;D;Organic Cotton;No;221,66;4867497,47;85114,93;No;135,78;Sweater
Brand_2561;B;Vegan Leather;No;341,06;4420814,44;1552,44;Yes;429,56;Pajamas
Brand_2562;C;Vegan Leather;Yes;132,36;3625432,33;88454,87;No;365,3;Jacket
Brand_2563;B;Recycled Polyester;Yes;289,76;626988,12;23685,88;No;218,9;Sweater
Brand_2564;B;Vegan Leather;Yes;370,06;891067,39;30771,64;No;79,07;Jacket
Brand_2565;D;Hemp;Yes;452,15;3580207,66;81035,1;Yes;344,85;Dress
Brand_2566;A;Organic Cotton;No;272,28;1331362,9;42428,72;Yes;435,82;Dress
Brand_2567;A;Hemp;No;4,08;789317,49;7739,52;No;217,38;Sweater
Brand_2568;A;Tencel;Yes;469,03;1161031,52;45560,58;Yes;192,65;Pajamas
Brand_2569;C;Organic Cotton;No;211,63;3485391,66;73079,93;No;288,15;Sweater
Brand_2570;D;Organic Cotton;No;166,51;2689529,66;32123,4;No;443,87;Hat
Brand_2571;D;Recycled Polyester;Yes;104,93;827473,56;86345,23;Yes;392,98;Hat
Brand_2572;B;Vegan Leather;Yes;328,25;627174,29;48240,57;Yes;285,95;Hat
Brand_2573;C;Vegan Leather;No;70,2;1909462,99;41018,07;No;142,96;Jacket
Brand_2574;B;Organic Cotton;Yes;372,82;4674975,33;66052,46;Yes;136,28;Coat
Brand_2575;A;Vegan Leather;Yes;409;3747045,13;77855,21;Yes;245,12;Jacket
Brand_2576;C;Organic Cotton;No;140,3;3632573,67;52021,21;Yes;330,09;Shirt
Brand_2577;A;Recycled Polyester;No;303,25;4750135,64;10989,62;No;229,03;Pajamas
Brand_2578;A;Bamboo Fabric;No;133,28;4520320,35;79642,13;Yes;397,68;T-shirt
Brand_2579;A;Tencel;No;40,05;4978077,44;12817,51;Yes;379,75;Jacket
Brand_2580;A;Hemp;Yes;410,18;4741460,04;4897,25;Yes;326,1;Shirt
Brand_2581;B;Vegan Leather;Yes;260,84;893190,55;57771,88;No;371,27;Hat
Brand_2582;A;Vegan Leather;No;235,4;4425754,09;41711,16;No;88,5;Hat
Brand_2583;C;Bamboo Fabric;Yes;78,35;4226095,97;67849,08;Yes;307,37;Scarf
Brand_2584;C;Organic Cotton;Yes;19,45;4670859,99;77592,75;Yes;428,13;Dress
Brand_2585;A;Bamboo Fabric;Yes;189,44;2043770,83;51943,65;Yes;65,65;Scarf
Brand_2586;C;Vegan Leather;No;300,35;2980869,49;66436,74;Yes;205,06;Shirt
Brand_2587;C;Vegan Leather;Yes;144,69;1794898,18;60101,62;No;496,22;Blouse
Brand_2588;C;Bamboo Fabric;No;161,83;1447856,04;51007,67;No;137,4;Dress
Brand_2589;A;Organic Cotton;Yes;390,55;920695,73;45650,07;No;384,83;Scarf
Brand_2590;D;Vegan Leather;Yes;102,71;2121878,84;11081,99;No;416,46;Blouse
Brand_2591;B;Vegan Leather;Yes;186,73;322332,45;32245,27;Yes;320,74;Shirt
Brand_2592;B;Vegan Leather;No;11,72;681572,09;24573,01;No;463,09;Blouse
Brand_2593;A;Hemp;Yes;423,43;1832653,08;51706,82;No;361,81;Socks
Brand_2594;D;Bamboo Fabric;No;316,77;3266475,43;17623,19;Yes;393,37;Blouse
Brand_2595;D;Bamboo Fabric;No;269,12;1314877,66;87296;No;479,14;Pajamas
Brand_2596;C;Tencel;No;153,04;3283805,44;2531,07;Yes;258,66;Blouse
Brand_2597;D;Organic Cotton;Yes;164,71;477466,32;2066,59;Yes;204,62;T-shirt
Brand_2598;D;Recycled Polyester;No;302,78;1829544,84;85298,42;No;273,23;Socks
Brand_2599;B;Recycled Polyester;No;143,7;2054168,96;80198,17;No;420,8;Blouse
Brand_2600;A;Bamboo Fabric;Yes;89,9;4119517,03;87854,7;Yes;455,54;Coat
Brand_2601;C;Hemp;Yes;274,24;2842033,52;51742,24;No;491,82;Socks
Brand_2602;A;Tencel;No;362,83;3163510,53;97776,84;Yes;116,66;Dress
Brand_2603;C;Recycled Polyester;No;313,43;1154910,83;85137,39;Yes;192,39;Hat
Brand_2604;C;Hemp;No;221,94;1846909,38;35031,22;No;175,29;Coat
Brand_2605;D;Organic Cotton;No;64,45;3102950,27;30217,96;No;189,47;Sweater
Brand_2606;C;Recycled Polyester;Yes;134,31;4399857,07;2556,16;Yes;435,44;Cardigan
Brand_2607;B;Vegan Leather;No;7;3169421,23;76029,43;No;98,52;Scarf
Brand_2608;C;Recycled Polyester;Yes;80,29;3631690,44;86154,5;No;340,78;Jacket
Brand_2609;D;Bamboo Fabric;No;3,48;3491775,11;52976,72;Yes;281,6;Pajamas
Brand_2610;D;Organic Cotton;No;364,34;2173061,89;24665,09;No;374,69;Coat
Brand_2611;C;Tencel;No;41,81;379486,38;39295,98;No;100,92;Dress
Brand_2612;B;Organic Cotton;Yes;384,18;4592509,81;18019,05;Yes;393,63;Scarf
Brand_2613;B;Hemp;No;9,77;4178171,37;59245,15;Yes;188,41;Hat
Brand_2614;D;Vegan Leather;No;215,01;2131563,75;53848,47;Yes;250,06;Dress
Brand_2615;B;Tencel;Yes;319,81;2688317,61;43498,29;No;192,07;Dress
Brand_2616;C;Vegan Leather;Yes;435,51;4047638,56;57962,97;No;260,9;Dress
Brand_2617;A;Vegan Leather;No;482,46;4325230,52;40931,46;No;257,17;Shirt
Brand_2618;D;Hemp;Yes;93,81;3825551,56;96089,8;No;228,21;Dress
Brand_2619;B;Tencel;Yes;239,29;3445560,07;4834,25;Yes;332,51;Hat
Brand_2620;B;Recycled Polyester;No;410,5;3784733,2;83636,08;Yes;436,54;Jacket
Brand_2621;B;Organic Cotton;Yes;69,83;1813741,12;81882,86;No;228,7;Coat
Brand_2622;D;Vegan Leather;Yes;266,96;3875533,1;25205,74;Yes;139,31;Sweater
Brand_2623;A;Tencel;Yes;160,13;1930298,59;60972,73;Yes;245,27;Sweater
Brand_2624;D;Vegan Leather;Yes;232,42;1083364,53;32120,98;Yes;148,6;T-shirt
Brand_2625;A;Vegan Leather;Yes;139,46;3636684,5;5089,55;No;40,83;Hat
Brand_2626;C;Tencel;Yes;184,98;1242178,06;54577,78;Yes;220,95;Socks
Brand_2627;C;Hemp;Yes;309,66;1915812,04;57707,49;No;171,23;Dress
Brand_2628;B;Recycled Polyester;No;386,83;2140871,57;63860,88;No;52,96;Blouse
Brand_2629;B;Vegan Leather;No;176,43;567983,28;4614,17;Yes;258,43;T-shirt
Brand_2630;C;Recycled Polyester;No;477,4;1710459,67;79644,29;No;374,25;Blouse
Brand_2631;B;Organic Cotton;Yes;292,2;1859909,73;23092,42;Yes;127,56;Sweater
Brand_2632;C;Bamboo Fabric;Yes;179,03;712032,79;77755,87;Yes;232,51;Shirt
Brand_2633;D;Hemp;Yes;495,52;1834929,24;72097,16;No;220,79;Shirt
Brand_2634;C;Vegan Leather;Yes;380,23;4920009,38;60178,69;Yes;122,74;Hat
Brand_2635;A;Vegan Leather;Yes;236,24;1227948,09;54507,84;No;56,54;Jacket
Brand_2636;D;Organic Cotton;Yes;374,56;2731663,33;38660,2;No;397,08;Socks
